PWS ID,Name,Violation Name,Analyte Name,Begin Date,End Date,Resolved,Violation & Inspection,Population,County,Count
CO0235185,ANNUNCIATION HEIGHTS,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,GROSS ALPHA,"Oct 1, 2014","Dec 31, 2014",Yes,Records,320,LARIMER,1
CO0126117,ANTELOPE HILLS ASSOC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Jan 1, 2012","Dec 31, 2012",Yes,Records,265,GUNNISON,1
CO0126117,ANTELOPE HILLS ASSOC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Jan 1, 2011","Dec 31, 2011",Yes,Records,265,GUNNISON,1
CO0126117,ANTELOPE HILLS ASSOC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Jan 1, 2010","Dec 31, 2010",Yes,Records,265,GUNNISON,1
CO0111100,ANTONITO TOWN OF,"MCL (TCR), MONTHLY",COLIFORM (TCR),"Oct 1, 2013","Oct 31, 2013",Yes,Records,981,CONEJOS,1
CO0261002,ARICKAREE SCHOOL,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Dec 1, 2016","Dec 31, 2016",Yes,Records,157,WASHINGTON,1
CO0261002,ARICKAREE SCHOOL,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Jan 1, 2016","Mar 31, 2016",Yes,Records,157,WASHINGTON,1
CO0261002,ARICKAREE SCHOOL,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Feb 1, 2013","Feb 28, 2013",Yes,Records,157,WASHINGTON,1
CO0126121,ARROWHEAD RANCH WC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,TOTAL HALOACETIC ACIDS (HAA5),"Apr 1, 2018","Jun 30, 2018",Yes,Records,225,GUNNISON,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Jan 1, 2020","Mar 31, 2020",Yes,Records,80,GARFIELD,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Jan 1, 2019","Mar 31, 2019",Yes,Records,80,GARFIELD,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Jan 1, 2018","Mar 31, 2018",Yes,Records,80,GARFIELD,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Jan 1, 2017","Mar 31, 2017",Yes,Records,80,GARFIELD,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Jan 1, 2015","Mar 31, 2015",Yes,Records,80,GARFIELD,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,SELENIUM,"Jul 1, 2014","Sep 30, 2014",Yes,Records,80,GARFIELD,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,SELENIUM,"Apr 1, 2014","Jun 30, 2014",Yes,Records,80,GARFIELD,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Mar 1, 2014","Mar 31, 2014",Yes,Records,80,GARFIELD,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,SELENIUM,"Jan 1, 2014","Mar 31, 2014",Yes,Records,80,GARFIELD,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,SELENIUM,"Oct 1, 2013","Dec 31, 2013",Yes,Records,80,GARFIELD,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,SELENIUM,"Jul 1, 2013","Sep 30, 2013",Yes,Records,80,GARFIELD,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,SELENIUM,"Oct 1, 2010","Dec 31, 2010",Yes,Records,80,GARFIELD,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,SELENIUM,"Jul 1, 2010","Sep 30, 2010",Yes,Records,80,GARFIELD,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,SELENIUM,"Apr 1, 2010","Jun 30, 2010",Yes,Records,80,GARFIELD,1
CO0123123,ASGARD SUBDIVISION WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,SELENIUM,"Jan 1, 2010","Mar 31, 2010",Yes,Records,80,GARFIELD,1
CO0103005,AURORA CITY OF,"MCL (TCR), ACUTE",COLIFORM (TCR),"Jan 1, 2011","Jan 31, 2011",Yes,Records,477608,ARAPAHOE,1
CO0151050,AVONDALE WSD,"MCL (TCR), MONTHLY",COLIFORM (TCR),"Oct 1, 2010","Oct 31, 2010",Yes,Records,1615,PUEBLO,1
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Oct 1, 2020","Dec 31, 2020",No,Records,154,OTERO,2
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Jul 1, 2020","Sep 30, 2020",No,Records,154,OTERO,2
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Apr 1, 2020","Jun 30, 2020",No,Records,154,OTERO,2
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Jan 1, 2020","Mar 31, 2020",No,Records,154,OTERO,2
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Oct 1, 2019","Dec 31, 2019",No,Records,154,OTERO,2
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Jul 1, 2019","Sep 30, 2019",No,Records,154,OTERO,2
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Apr 1, 2019","Jun 30, 2019",No,Records,154,OTERO,2
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Jan 1, 2019","Mar 31, 2019",No,Records,154,OTERO,2
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Oct 1, 2018","Dec 31, 2018",No,Records,154,OTERO,2
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Jul 1, 2018","Sep 30, 2018",No,Records,154,OTERO,2
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Apr 1, 2018","Jun 30, 2018",No,Records,154,OTERO,2
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Jan 1, 2018","Mar 31, 2018",No,Records,154,OTERO,2
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Oct 1, 2017","Dec 31, 2017",No,Records,154,OTERO,2
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Jul 1, 2017","Sep 30, 2017",No,Records,154,OTERO,1
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Apr 1, 2017","Jun 30, 2017",No,Records,154,OTERO,1
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Jan 1, 2017","Mar 31, 2017",No,Records,154,OTERO,1
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Oct 1, 2016","Dec 31, 2016",No,Records,154,OTERO,1
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Jul 1, 2016","Sep 30, 2016",No,Records,154,OTERO,1
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Apr 1, 2016","Jun 30, 2016",No,Records,154,OTERO,1
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Jan 1, 2016","Mar 31, 2016",No,Records,154,OTERO,1
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Oct 1, 2015","Dec 31, 2015",No,Records,154,OTERO,1
CO0145030,BEEHIVE WC NO1,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,COMBINED RADIUM,"Jul 1, 2015","Sep 30, 2015",No,Records,154,OTERO,1
CO0135138,BERTHOUD TOWN OF,"MCL (TCR), MONTHLY",COLIFORM (TCR),"Jul 1, 2014","Jul 31, 2014",Yes,Records,7540,LARIMER,1
CO0132001,BETHUNE TOWN OF,"MCL (TCR), MONTHLY",COLIFORM (TCR),"Jul 1, 2011","Jul 31, 2011",Yes,Records,195,KIT CARSON,1
CO0151100,BEULAH WATER WORKS DISTRICT,"MCL (TCR), MONTHLY",COLIFORM (TCR),"Aug 1, 2014","Aug 31, 2014",Yes,Records,415,PUEBLO,1
CO0335143,BIG BEND CG,"MCL (TCR), MONTHLY",COLIFORM (TCR),"Jun 1, 2011","Jun 30, 2011",Yes,Records,45,LARIMER,1
CO0135143,BIG ELK MEADOWS WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,TOTAL HALOACETIC ACIDS (HAA5),"Jul 1, 2011","Sep 30, 2011",Yes,Records,405,LARIMER,1
CO0135143,BIG ELK MEADOWS WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,TOTAL TRIHALOMETHANES (TTHM),"Jan 1, 2011","Mar 31, 2011",Yes,Records,405,LARIMER,1
CO0135143,BIG ELK MEADOWS WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,TOTAL HALOACETIC ACIDS (HAA5),"Jan 1, 2011","Mar 31, 2011",Yes,Records,405,LARIMER,1
CO0135143,BIG ELK MEADOWS WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,TOTAL HALOACETIC ACIDS (HAA5),"Oct 1, 2010","Dec 31, 2010",Yes,Records,405,LARIMER,1
CO0135143,BIG ELK MEADOWS WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,TOTAL TRIHALOMETHANES (TTHM),"Oct 1, 2010","Dec 31, 2010",Yes,Records,405,LARIMER,1
CO0135143,BIG ELK MEADOWS WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,TOTAL TRIHALOMETHANES (TTHM),"Jul 1, 2010","Sep 30, 2010",Yes,Records,405,LARIMER,1
CO0135143,BIG ELK MEADOWS WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,TOTAL HALOACETIC ACIDS (HAA5),"Jul 1, 2010","Sep 30, 2010",Yes,Records,405,LARIMER,1
CO0135143,BIG ELK MEADOWS WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,TOTAL HALOACETIC ACIDS (HAA5),"Apr 1, 2010","Jun 30, 2010",Yes,Records,405,LARIMER,1
CO0135143,BIG ELK MEADOWS WA,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,TOTAL TRIHALOMETHANES (TTHM),"Apr 1, 2010","Jun 30, 2010",Yes,Records,405,LARIMER,1
CO0221121,BLACK FOREST CONGREGATION OF JEHOVAHS W,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Aug 1, 2015","Aug 31, 2015",Yes,Records,452,EL PASO,1
CO0221121,BLACK FOREST CONGREGATION OF JEHOVAHS W,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Jul 1, 2015","Sep 30, 2015",Yes,Records,452,EL PASO,1
CO0221121,BLACK FOREST CONGREGATION OF JEHOVAHS W,"MCL (TCR), MONTHLY",COLIFORM (TCR),"Jul 1, 2015","Sep 30, 2015",Yes,Records,452,EL PASO,1
CO0221121,BLACK FOREST CONGREGATION OF JEHOVAHS W,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Apr 1, 2015","Jun 30, 2015",Yes,Records,452,EL PASO,1
CO0112100,BLANCA TOWN OF,"MCL (TCR), MONTHLY",COLIFORM (TCR),"Nov 1, 2010","Nov 30, 2010",Yes,Records,471,COSTILLA,1
CO0225625,BLM PUMPHOUSE RECREATION SITE,"MCL (TCR), MONTHLY",COLIFORM (TCR),"Sep 1, 2015","Sep 30, 2015",Yes,Records,500,GRAND,1
CO0225625,BLM PUMPHOUSE RECREATION SITE,"MCL (TCR), MONTHLY",COLIFORM (TCR),"Sep 1, 2013","Sep 30, 2013",Yes,Records,500,GRAND,1
CO0225625,BLM PUMPHOUSE RECREATION SITE,"MCL (TCR), MONTHLY",COLIFORM (TCR),"Aug 1, 2013","Aug 31, 2013",Yes,Records,500,GRAND,1
CO0151150,BOONE TOWN OF,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Oct 1, 2017","Dec 31, 2017",Yes,Records,350,PUEBLO,1
CO0151150,BOONE TOWN OF,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Dec 1, 2014","Dec 31, 2014",Yes,Records,350,PUEBLO,1
CO0151150,BOONE TOWN OF,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Aug 1, 2014","Aug 31, 2014",Yes,Records,350,PUEBLO,1
CO0151150,BOONE TOWN OF,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Apr 1, 2014","Jun 30, 2014",Yes,Records,350,PUEBLO,1
CO0107152,BOULDER CITY OF,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,TOTAL HALOACETIC ACIDS (HAA5),"Jul 1, 2017","Sep 30, 2017",Yes,Records,166080,BOULDER,1
CO0107152,BOULDER CITY OF,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,TOTAL HALOACETIC ACIDS (HAA5),"Apr 1, 2017","Jun 30, 2017",Yes,Records,166080,BOULDER,1
CO0136300,BRANSON TOWN OF,"MCL (TCR), MONTHLY",COLIFORM (TCR),"May 1, 2011","May 31, 2011",Yes,Records,131,LAS ANIMAS,1
CO0101025,BRIGHTON CITY OF,"MCL (TCR), ACUTE",COLIFORM (TCR),"Jul 1, 2013","Jul 31, 2013",Yes,Records,36010,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"May 1, 2020","May 31, 2020",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Nov 1, 2019","Nov 30, 2019",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Oct 1, 2019","Oct 31, 2019",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Aug 1, 2019","Aug 31, 2019",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Jun 1, 2019","Jun 30, 2019",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"May 1, 2019","May 31, 2019",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Oct 1, 2018","Oct 31, 2018",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"May 1, 2018","May 31, 2018",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Nov 1, 2017","Nov 30, 2017",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Feb 1, 2016","Feb 29, 2016",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Jan 1, 2016","Jan 31, 2016",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Oct 1, 2014","Dec 31, 2014",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Jan 1, 2014","Mar 31, 2014",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Jul 1, 2013","Sep 30, 2013",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Apr 1, 2013","Jun 30, 2013",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Jan 1, 2013","Mar 31, 2013",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Apr 1, 2012","Jun 30, 2012",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Jan 1, 2012","Mar 31, 2012",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Oct 1, 2011","Dec 31, 2011",Yes,Records,77,ADAMS,1
CO0101030,BRIGHTON VILLAGE LLC,EXCEEDED THE MAXIMUM CONTAMINANT LEVEL,NITRATE,"Jan 1, 2011","Mar 31, 2011",Yes,Records,77,ADAMS,1
CO0216001,BROWN PALACE HOTEL,"MCL (TCR), MONTHLY",COLIFORM (TCR),"Sep 1, 2013","Sep 30, 2013",Yes,Records,800,DENVER,1
