PWS ID,Name,Facility Type,Facility Name,Sample Point ID,Analyte Name,Collection Date (Date & Time),Measure,Unit Of Measure,Max or Action Level,Population,County,Sample Size
CO0121111,4 WAY RANCH MD 2,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2015",1.5,UG/L,15,144,EL PASO,5
CO0121111,4 WAY RANCH MD 2,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2015",1.5,UG/L,15,144,EL PASO,5
CO0121111,4 WAY RANCH MD 2,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2014",4,UG/L,15,144,EL PASO,5
CO0113050,96 PIPELINE CO INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2020",1.6,UG/L,15,285,CROWLEY,5
CO0113050,96 PIPELINE CO INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2019",4.3,UG/L,15,285,CROWLEY,7
CO0113050,96 PIPELINE CO INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2018",0.5,UG/L,15,285,CROWLEY,5
CO0113050,96 PIPELINE CO INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2017",0,UG/L,15,285,CROWLEY,5
CO0113050,96 PIPELINE CO INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2014",7.5,UG/L,15,285,CROWLEY,5
CO0113050,96 PIPELINE CO INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2011",5,UG/L,15,285,CROWLEY,5
CO0113050,96 PIPELINE CO INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2008",4.2,UG/L,15,285,CROWLEY,5
CO0113050,96 PIPELINE CO INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2005",2,UG/L,15,285,CROWLEY,5
CO0113050,96 PIPELINE CO INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2002",4,UG/L,15,285,CROWLEY,5
CO0113050,96 PIPELINE CO INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1999",6,UG/L,15,285,CROWLEY,5
CO0113050,96 PIPELINE CO INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1996",1,UG/L,15,285,CROWLEY,5
CO0113050,96 PIPELINE CO INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1995",4,UG/L,15,285,CROWLEY,5
CO0113050,96 PIPELINE CO INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1994",2,UG/L,15,285,CROWLEY,10
CO0113050,96 PIPELINE CO INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1993",3,UG/L,15,285,CROWLEY,10
CO0107100,A 1 DISCOUNT WC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1999",4,UG/L,15,250,BOULDER,0
CO0107100,A 1 DISCOUNT WC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1997",5,UG/L,15,250,BOULDER,1
CO0107100,A 1 DISCOUNT WC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1997",5,UG/L,15,250,BOULDER,1
CO0107100,A 1 DISCOUNT WC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1995",6,UG/L,15,250,BOULDER,1
CO0107100,A 1 DISCOUNT WC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1994",12,UG/L,15,250,BOULDER,1
CO0107100,A 1 DISCOUNT WC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1993",13,UG/L,15,250,BOULDER,1
CO0107100,A 1 DISCOUNT WC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1992",8,UG/L,15,250,BOULDER,1
CO0107100,A 1 DISCOUNT WC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1992",8,UG/L,15,250,BOULDER,1
CO0150100,A AND B WA INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2021",0,UG/L,15,100,PROWERS,5
CO0150100,A AND B WA INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2020",2,UG/L,15,100,PROWERS,5
CO0150100,A AND B WA INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2018",0.5,UG/L,15,100,PROWERS,5
CO0150100,A AND B WA INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2017",1.1,UG/L,15,100,PROWERS,5
CO0150100,A AND B WA INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2014",10.5,UG/L,15,100,PROWERS,5
CO0150100,A AND B WA INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2011",13,UG/L,15,100,PROWERS,5
CO0150100,A AND B WA INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2008",2,UG/L,15,100,PROWERS,5
CO0150100,A AND B WA INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2002",2,UG/L,15,100,PROWERS,5
CO0150100,A AND B WA INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2001",1,UG/L,15,100,PROWERS,5
CO0150100,A AND B WA INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1998",1,UG/L,15,100,PROWERS,5
CO0150100,A AND B WA INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1995",7,UG/L,15,100,PROWERS,5
CO0150100,A AND B WA INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1994",8,UG/L,15,100,PROWERS,5
CO0150100,A AND B WA INC,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1993",6,UG/L,15,100,PROWERS,5
CO0253850,A E STALEY MFG,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2002",0,UG/L,15,0,RIO GRANDE,1
CO0253850,A E STALEY MFG,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1999",1,UG/L,15,0,RIO GRANDE,1
CO0253850,A E STALEY MFG,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1996",1,UG/L,15,0,RIO GRANDE,1
CO0253850,A E STALEY MFG,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1995",2,UG/L,15,0,RIO GRANDE,1
CO0253850,A E STALEY MFG,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1994",2,UG/L,15,0,RIO GRANDE,1
CO0253850,A E STALEY MFG,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1993",5,UG/L,15,0,RIO GRANDE,1
CO0101001,AA MHV,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1997",5,UG/L,15,0,ADAMS,5
CO0101001,AA MHV,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1995",1,UG/L,15,0,ADAMS,5
CO0101001,AA MHV,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1994",5,UG/L,15,0,ADAMS,5
CO0135102,ABBEY OF ST WALBURGA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2010",1,UG/L,15,62,LARIMER,5
CO0135102,ABBEY OF ST WALBURGA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2009",1,UG/L,15,62,LARIMER,5
CO0135102,ABBEY OF ST WALBURGA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2002",1,UG/L,15,62,LARIMER,5
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2021",2,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2021",2,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2020",2,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2020",1,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2019",4,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2019",5,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2018",5,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2018",3,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2017",2,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2017",6,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2016",4,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2016",3,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2015",3,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2015",3,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2014",2,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2014",2,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2013",2,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2013",3.7,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2012",4,UG/L,15,750,EL PASO,10
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2011",2,UG/L,15,750,EL PASO,10
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2010",2,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2009",2.6,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2008",15,UG/L,15,750,EL PASO,10
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2005",7,UG/L,15,750,EL PASO,10
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2002",8,UG/L,15,750,EL PASO,10
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2000",14,UG/L,15,750,EL PASO,10
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1999",5,UG/L,15,750,EL PASO,10
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1998",6,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1998",5,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1994",59,UG/L,15,750,EL PASO,20
CO0121025,ACADEMY WSD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1993",6,UG/L,15,750,EL PASO,20
CO0201002,ADAMS COUNTY PARKS,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2021",1.1,UG/L,15,868,ADAMS,10
CO0201002,ADAMS COUNTY PARKS,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2020",2.1,UG/L,15,868,ADAMS,10
CO0201002,ADAMS COUNTY PARKS,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2019",1.4,UG/L,15,868,ADAMS,10
CO0201002,ADAMS COUNTY PARKS,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2018",1.2,UG/L,15,868,ADAMS,10
CO0201002,ADAMS COUNTY PARKS,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2017",2.5,UG/L,15,868,ADAMS,10
CO0201002,ADAMS COUNTY PARKS,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2014",1.7,UG/L,15,868,ADAMS,5
CO0201002,ADAMS COUNTY PARKS,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2011",1,UG/L,15,868,ADAMS,5
CO0201002,ADAMS COUNTY PARKS,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2010",3,UG/L,15,868,ADAMS,5
CO0201002,ADAMS COUNTY PARKS,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2009",4,UG/L,15,868,ADAMS,5
CO0201002,ADAMS COUNTY PARKS,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2008",0.68,UG/L,15,868,ADAMS,5
CO0201002,ADAMS COUNTY PARKS,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2007",0.48,UG/L,15,868,ADAMS,5
CO0238104,ADVANTAGE TREATMENT CTR,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2021",0,UG/L,15,165,LOGAN,5
CO0238104,ADVANTAGE TREATMENT CTR,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2020",0.5,UG/L,15,165,LOGAN,5
CO0238104,ADVANTAGE TREATMENT CTR,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2019",0,UG/L,15,165,LOGAN,5
CO0238104,ADVANTAGE TREATMENT CTR,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2018",0.6,UG/L,15,165,LOGAN,10
CO0238104,ADVANTAGE TREATMENT CTR,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2017",0,UG/L,15,165,LOGAN,10
CO0116104,ADVENIR FRENCH QUARTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2021",0,UG/L,15,3447,DENVER,40
CO0116104,ADVENIR FRENCH QUARTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2020",0.8,UG/L,15,3447,DENVER,42
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2021",0,UG/L,15,140,ELBERT,6
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2020",0.5,UG/L,15,140,ELBERT,5
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2019",0.5,UG/L,15,140,ELBERT,5
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2018",0,UG/L,15,140,ELBERT,5
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2018",0,UG/L,15,140,ELBERT,5
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2017",0.5,UG/L,15,140,ELBERT,5
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2014",1,UG/L,15,140,ELBERT,5
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2011",1,UG/L,15,140,ELBERT,5
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2008",2,UG/L,15,140,ELBERT,5
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2005",1,UG/L,15,140,ELBERT,1
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2002",6,UG/L,15,140,ELBERT,5
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2000",3,UG/L,15,140,ELBERT,5
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1997",5,UG/L,15,140,ELBERT,5
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1996",5,UG/L,15,140,ELBERT,5
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1995",2,UG/L,15,140,ELBERT,5
CO0120001,AGATE WA,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1994",9,UG/L,15,140,ELBERT,5
CO0136100,AGUILAR TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2021",3.3,UG/L,15,496,LAS ANIMAS,20
CO0136100,AGUILAR TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2020",18.7,UG/L,15,496,LAS ANIMAS,5
CO0136100,AGUILAR TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2019",0.5,UG/L,15,496,LAS ANIMAS,5
CO0136100,AGUILAR TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2018",1.6,UG/L,15,496,LAS ANIMAS,5
CO0136100,AGUILAR TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2017",7.9,UG/L,15,496,LAS ANIMAS,5
CO0136100,AGUILAR TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2014",5.4,UG/L,15,496,LAS ANIMAS,10
CO0136100,AGUILAR TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2011",4,UG/L,15,496,LAS ANIMAS,10
CO0136100,AGUILAR TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2008",2.8,UG/L,15,496,LAS ANIMAS,10
CO0136100,AGUILAR TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2005",8.8,UG/L,15,496,LAS ANIMAS,10
CO0136100,AGUILAR TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2002",5,UG/L,15,496,LAS ANIMAS,10
