"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","Relative Threshold","Heat Metric"
"08","Colorado","08001008506","Adams County, CO - 8001008506","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008506","Adams County, CO - 8001008506","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008507","Adams County, CO - 8001008507","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008507","Adams County, CO - 8001008507","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008507","Adams County, CO - 8001008507","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008507","Adams County, CO - 8001008507","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008507","Adams County, CO - 8001008507","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008508","Adams County, CO - 8001008508","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008508","Adams County, CO - 8001008508","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008508","Adams County, CO - 8001008508","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008508","Adams County, CO - 8001008508","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008508","Adams County, CO - 8001008508","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008523","Adams County, CO - 8001008523","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008523","Adams County, CO - 8001008523","2016","21","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008523","Adams County, CO - 8001008523","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008523","Adams County, CO - 8001008523","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008523","Adams County, CO - 8001008523","2019","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008524","Adams County, CO - 8001008524","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008524","Adams County, CO - 8001008524","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008524","Adams County, CO - 8001008524","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008524","Adams County, CO - 8001008524","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008524","Adams County, CO - 8001008524","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008526","Adams County, CO - 8001008526","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008526","Adams County, CO - 8001008526","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008526","Adams County, CO - 8001008526","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008526","Adams County, CO - 8001008526","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008526","Adams County, CO - 8001008526","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008529","Adams County, CO - 8001008529","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008529","Adams County, CO - 8001008529","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008529","Adams County, CO - 8001008529","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008529","Adams County, CO - 8001008529","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008529","Adams County, CO - 8001008529","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008533","Adams County, CO - 8001008533","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008533","Adams County, CO - 8001008533","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008533","Adams County, CO - 8001008533","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008533","Adams County, CO - 8001008533","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008533","Adams County, CO - 8001008533","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008534","Adams County, CO - 8001008534","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008534","Adams County, CO - 8001008534","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008534","Adams County, CO - 8001008534","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008534","Adams County, CO - 8001008534","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008534","Adams County, CO - 8001008534","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008535","Adams County, CO - 8001008535","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008535","Adams County, CO - 8001008535","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008535","Adams County, CO - 8001008535","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008535","Adams County, CO - 8001008535","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008535","Adams County, CO - 8001008535","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008536","Adams County, CO - 8001008536","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008536","Adams County, CO - 8001008536","2016","19","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008536","Adams County, CO - 8001008536","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008536","Adams County, CO - 8001008536","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008536","Adams County, CO - 8001008536","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008537","Adams County, CO - 8001008537","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008537","Adams County, CO - 8001008537","2016","19","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008537","Adams County, CO - 8001008537","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008537","Adams County, CO - 8001008537","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008537","Adams County, CO - 8001008537","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008538","Adams County, CO - 8001008538","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008538","Adams County, CO - 8001008538","2016","19","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008538","Adams County, CO - 8001008538","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008538","Adams County, CO - 8001008538","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008538","Adams County, CO - 8001008538","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008539","Adams County, CO - 8001008539","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008539","Adams County, CO - 8001008539","2016","19","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008539","Adams County, CO - 8001008539","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008539","Adams County, CO - 8001008539","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008539","Adams County, CO - 8001008539","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008540","Adams County, CO - 8001008540","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008540","Adams County, CO - 8001008540","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008540","Adams County, CO - 8001008540","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008540","Adams County, CO - 8001008540","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008540","Adams County, CO - 8001008540","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008541","Adams County, CO - 8001008541","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008541","Adams County, CO - 8001008541","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008541","Adams County, CO - 8001008541","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008541","Adams County, CO - 8001008541","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008541","Adams County, CO - 8001008541","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008542","Adams County, CO - 8001008542","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008542","Adams County, CO - 8001008542","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008542","Adams County, CO - 8001008542","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008542","Adams County, CO - 8001008542","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008542","Adams County, CO - 8001008542","2019","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008543","Adams County, CO - 8001008543","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008543","Adams County, CO - 8001008543","2016","19","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008543","Adams County, CO - 8001008543","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008543","Adams County, CO - 8001008543","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008543","Adams County, CO - 8001008543","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008544","Adams County, CO - 8001008544","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008544","Adams County, CO - 8001008544","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008544","Adams County, CO - 8001008544","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008544","Adams County, CO - 8001008544","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008544","Adams County, CO - 8001008544","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008545","Adams County, CO - 8001008545","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008545","Adams County, CO - 8001008545","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008545","Adams County, CO - 8001008545","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008545","Adams County, CO - 8001008545","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008545","Adams County, CO - 8001008545","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008546","Adams County, CO - 8001008546","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008546","Adams County, CO - 8001008546","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008546","Adams County, CO - 8001008546","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008546","Adams County, CO - 8001008546","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008546","Adams County, CO - 8001008546","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008547","Adams County, CO - 8001008547","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008547","Adams County, CO - 8001008547","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008547","Adams County, CO - 8001008547","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008547","Adams County, CO - 8001008547","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008547","Adams County, CO - 8001008547","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008548","Adams County, CO - 8001008548","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008548","Adams County, CO - 8001008548","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008548","Adams County, CO - 8001008548","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008548","Adams County, CO - 8001008548","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008548","Adams County, CO - 8001008548","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008549","Adams County, CO - 8001008549","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008549","Adams County, CO - 8001008549","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008549","Adams County, CO - 8001008549","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008549","Adams County, CO - 8001008549","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008549","Adams County, CO - 8001008549","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008550","Adams County, CO - 8001008550","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008550","Adams County, CO - 8001008550","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008550","Adams County, CO - 8001008550","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008550","Adams County, CO - 8001008550","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008550","Adams County, CO - 8001008550","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008551","Adams County, CO - 8001008551","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008551","Adams County, CO - 8001008551","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008551","Adams County, CO - 8001008551","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008551","Adams County, CO - 8001008551","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008551","Adams County, CO - 8001008551","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008603","Adams County, CO - 8001008603","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008603","Adams County, CO - 8001008603","2016","19","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008603","Adams County, CO - 8001008603","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008603","Adams County, CO - 8001008603","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008603","Adams County, CO - 8001008603","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008604","Adams County, CO - 8001008604","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008604","Adams County, CO - 8001008604","2016","19","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008604","Adams County, CO - 8001008604","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008604","Adams County, CO - 8001008604","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008604","Adams County, CO - 8001008604","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08001008605","Adams County, CO - 8001008605","2015","6","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
